USERID,ORDERDATE,ORDERID,AMOUNTINFO
77836,2016-02-28,4138750786,9.9
90686,2016-02-28,4117233904,9.9
72090,2016-02-28,4123539909,9.9
110539,2016-02-28,4099464983,9.9
82448,2016-02-28,4201279233,9.9
70738,2016-02-28,4191730597,9.9
160694,2016-02-28,4077704081,9.8
113287,2016-02-28,4194820914,9
140030,2016-02-28,4199141976,9
140251,2016-02-28,4190981318,8.9
58677,2016-02-28,4120387830,8.6
143130,2016-02-28,4109031808,8
95399,2016-02-28,4109082572,7.9
100375,2016-02-28,4103295073,7.9
119860,2016-02-28,4173746103,6.8
86618,2016-02-28,4151797139,6.8
110095,2016-02-28,4111612665,6.8
146813,2016-02-28,4123075463,6.8
52300,2016-02-28,4116477640,6.8
67772,2016-02-28,4110580773,6.3
145965,2016-02-28,4107587626,6.3
81586,2016-02-28,4112531598,6.3
158441,2016-02-28,4105502271,6.3
128843,2016-02-28,4119961014,6.3
93993,2016-02-28,4103961395,6
163924,2016-02-28,4182531019,6
113723,2016-02-28,4185890710,6
137749,2016-02-28,4032831424,4.5
120099,2016-02-28,4197525798,4
84752,2016-02-28,4164318316,3.9
123274,2016-02-28,4128612811,2.9
102389,2016-02-28,4189165129,0.5
107561,2016-02-28,4180369738,0.5
94658,2016-02-28,4195979079,0.5
135882,2016-02-28,4194520263,0.5
58106,2016-02-28,4201701911,0.5
119825,2016-02-28,3953067555,0.5
132579,2016-03-01,4196081438,13666
101800,2016-03-01,4198433271,4729
67067,2016-03-01,4194114055,4699
119131,2016-03-01,4199942814,4568
65083,2016-03-01,4188771584,4499
72248,2016-03-01,4191318086,4499
155179,2016-03-01,4194823648,4280
95125,2016-03-01,4203086457,3999
70072,2016-03-01,4192461149,3890
158523,2016-03-01,4190449133,3869
126629,2016-03-01,4197451656,3869
142328,2016-03-01,4202106867,3799
105207,2016-03-01,4198944320,3699
112919,2016-03-01,4202477674,3599
109318,2016-03-01,4194013215,3599
99116,2016-03-01,4194592234,3599
118222,2016-03-01,4197842148,3599
146206,2016-03-01,4192137502,3499
109773,2016-03-01,4190867771,3299
69399,2016-03-01,4096543511,3099
76852,2016-03-01,4181860355,3099
155158,2016-03-01,4198401017,2899
111570,2016-03-01,4191349836,2888
159737,2016-03-01,4189655143,2799
107266,2016-03-01,4196200160,2699
72839,2016-03-01,4080126679,2666
54571,2016-03-01,4198168712,2599
120356,2016-03-01,4201159155,2599
130343,2016-03-01,4200925199,2599
164765,2016-03-01,4194872828,2586
112630,2016-03-01,4202188437,2499
92280,2016-03-01,4185199627,2278
74580,2016-03-01,4190164496,2199
160831,2016-03-01,4195691830,1899
112411,2016-03-01,4188754816,1766
142897,2016-03-01,4179228157,1699
122940,2016-03-01,4193224243,1599
91264,2016-03-01,4201651374,1599
123219,2016-03-01,4191253966,1599
144483,2016-03-01,4193858414,1399
55045,2016-03-01,4196140385,1399
165035,2016-03-01,4202664129,1329
156393,2016-03-01,4192168873,1298
82336,2016-03-01,4197718891,1198
129631,2016-03-01,4022759700,1028
64390,2016-03-01,4196186127,999
62609,2016-03-01,4191845557,999
119893,2016-03-01,4192330249,999
132581,2016-03-01,4191366964,999
58028,2016-03-01,4191343350,988
78422,2016-03-01,4202009524,939
102471,2016-03-01,4202074002,939
120402,2016-03-01,4201281549,899
75220,2016-03-01,4197397216,888
59225,2016-03-01,4201678331,888
161371,2016-03-01,4187486289,849
149802,2016-03-01,4109532857,799
130904,2016-03-01,4193591997,690
61539,2016-03-01,4197852632,629
82922,2016-03-01,4201164060,599
104795,2016-03-01,4106886257,569
164856,2016-03-01,3995800958,499
72361,2016-03-01,4193079976,438
130318,2016-03-01,4198851821,426
117349,2016-03-01,4190954065,400
94478,2016-03-01,4203055590,399
51507,2016-03-01,4171747414,399
64578,2016-03-01,4202849388,398
61839,2016-03-01,3390218514,390
103972,2016-03-01,4038994646,359
123133,2016-03-01,4185174722,339
106378,2016-03-01,4172994880,339
58640,2016-03-01,4195088121,339
85405,2016-03-01,4198166540,318
99240,2016-03-01,4184056937,309
122968,2016-03-01,4190481735,308
82928,2016-03-01,4196354848,299
100634,2016-03-01,3978975126,299
143851,2016-03-01,4200621142,299
158095,2016-03-01,4157656997,299
109401,2016-03-01,4196450371,299
109401,2016-03-01,4185172538,298
152811,2016-03-01,4191182767,275
139045,2016-03-01,4192830930,256
131808,2016-03-01,4181961243,248
52726,2016-03-01,4192448866,229
53314,2016-03-01,3247271567,219
162715,2016-03-01,4191128879,199
108039,2016-03-01,4097791186,199
78546,2016-03-01,4192100585,179
145868,2016-03-01,4191172773,169
86184,2016-03-01,4198243273,148
89361,2016-03-01,4195391458,139
73713,2016-03-01,4192282340,129
157479,2016-03-01,4191916780,129
57592,2016-03-01,4201859936,118
76452,2016-03-01,4193775548,109
122355,2016-03-01,4202063176,109
142141,2016-03-01,4183130262,108
102250,2016-03-01,4200832577,99
100679,2016-03-01,4191316509,99
66097,2016-03-01,4203142495,98
152831,2016-03-01,4074696299,98
112463,2016-03-01,3731104176,98
94918,2016-03-01,4193846592,89.9
81090,2016-03-01,4200860264,89
124011,2016-03-01,4199008009,89
71125,2016-03-01,4171441437,85
91711,2016-03-01,4197965236,79
53988,2016-03-01,4188722819,78
114860,2016-03-01,4191895318,78
112261,2016-03-01,4191757450,75
160181,2016-03-01,4199432627,69
63178,2016-03-01,4200747424,69
149260,2016-03-01,4200353147,69
61474,2016-03-01,4084662307,69
108781,2016-03-01,4192844343,69
92412,2016-03-01,4187688267,59
91860,2016-03-01,4003441227,59
153210,2016-03-01,4133884915,59
58565,2016-03-01,4192117879,59
127332,2016-03-01,4183933933,59
114017,2016-03-01,4192609571,59
60135,2016-03-01,4202477915,59
105666,2016-03-01,4192086018,59
92309,2016-03-01,4194039269,59
131504,2016-03-01,4193873667,59
98577,2016-03-01,4191956781,59
117017,2016-03-01,4133156188,59
62964,2016-03-01,4191202233,59
51349,2016-03-01,4196632638,59
129625,2016-03-01,4080491854,58
126527,2016-03-01,4149430799,55.9
138549,2016-03-01,4150116751,55
77730,2016-03-01,4139178142,53
75950,2016-03-01,4189068253,49
138019,2016-03-01,3671121609,49
154573,2016-03-01,4191377723,49
114974,2016-03-01,4197870681,49
80369,2016-03-01,4192324500,49
131600,2016-03-01,3981878360,44.9
100796,2016-03-01,4203140998,42.9
108012,2016-03-01,4191419166,39.9
128756,2016-03-01,4181088593,39
122594,2016-03-01,3981396952,39
75697,2016-03-01,4199052316,39
65849,2016-03-01,3674838838,39
161527,2016-03-01,4156594303,39
92781,2016-03-01,4194550095,39
117257,2016-03-01,4197925151,39
160292,2016-03-01,4195419671,39
115508,2016-03-01,4138981831,34.9
79328,2016-03-01,3983722285,34.4
136447,2016-03-01,4125396148,33.9
80843,2016-03-01,4192123554,33
57759,2016-03-01,4186054126,30
55103,2016-03-01,4192583007,29.9
126295,2016-03-01,4198868291,29.9
95236,2016-03-01,4188216574,29
110268,2016-03-01,4117126304,27.9
87666,2016-03-01,3977884378,26.9
80000,2016-03-01,4171616487,26.9
52041,2016-03-01,4198571145,26
51948,2016-03-01,4130204665,25.9
121344,2016-03-01,4107223307,25.9
70397,2016-03-01,4184190269,23
91321,2016-03-01,4174613660,22.9
123315,2016-03-01,4195918915,21.9
155702,2016-03-01,4180398843,21.9
132469,2016-03-01,4202408153,21.5
73002,2016-03-01,4140084231,19.9
121371,2016-03-01,4195770623,19.9
55830,2016-03-01,4197455987,19.9
105228,2016-03-01,4196107513,19.9
83551,2016-03-01,4190808119,19.9
78971,2016-03-01,3945400141,19
155070,2016-03-01,4181177617,16.9
112186,2016-03-01,4194745543,16
76560,2016-03-01,4107180743,15.9
94734,2016-03-01,4197857117,15
83433,2016-03-01,4106813551,14
94101,2016-03-01,4197170580,14
71610,2016-03-01,4194034562,14
154463,2016-03-01,4108345794,13.9
104516,2016-03-01,4187699498,12.9
135437,2016-03-01,3985563770,12.9
113996,2016-03-01,4201755734,11.9
114701,2016-03-01,4080024012,11.9
128087,2016-03-01,4192020626,11.9
134572,2016-03-01,4187193748,11.9
72985,2016-03-01,4180140407,11.9
57558,2016-03-01,4105875632,11.9
162995,2016-03-01,4096833472,11.9
121801,2016-03-01,4022587839,11
102086,2016-03-01,4084119852,10.9
139877,2016-03-01,4029079584,10.9
114135,2016-03-01,4116293210,10.9
82177,2016-03-01,4112030621,10.9
147391,2016-03-01,4116776117,10.9
111135,2016-03-01,4111172195,10.9
108438,2016-03-01,4112245855,10.9
119858,2016-03-01,4195761565,9.9
126165,2016-03-01,4107891991,9.9
105287,2016-03-01,4162288237,9.9
100996,2016-03-01,4110274230,9.9
84053,2016-03-01,4106294990,9.9
100750,2016-03-01,4106183905,9.9
141120,2016-03-01,4112416445,9.9
88486,2016-03-01,4109377786,9.9
56015,2016-03-01,4051928875,9.9
109668,2016-03-01,4097384737,9.9
87207,2016-03-01,4112287795,9.9
160150,2016-03-01,4114749795,9.9
148856,2016-03-01,4106247513,9.9
72843,2016-03-01,4106499020,9.9
128795,2016-03-01,4119011758,9.9
93907,2016-03-01,4099503681,9.8
138929,2016-03-01,4194597127,9
164591,2016-03-01,4099757756,8.9
121025,2016-03-01,4184529812,8.9
121154,2016-03-01,4126949294,8.6
123835,2016-03-01,4194433302,8.6
55899,2016-03-01,4099467148,7.9
164054,2016-03-01,4180218515,7.8
74366,2016-03-01,4145919999,7.8
123103,2016-03-01,4082905381,7.8
159975,2016-03-01,4119012286,6.9
120362,2016-03-01,4081428460,6.9
154644,2016-03-01,4078489531,6.8
131034,2016-03-01,4146652041,6.8
52102,2016-03-01,4117471508,6.8
103129,2016-03-01,4107234520,6.3
138676,2016-03-01,4193619261,5.9
57440,2016-03-01,4192236957,5.9
77462,2016-03-01,4184985274,3.9
72474,2016-03-01,4123039950,2.9
141841,2016-03-01,4082289417,2.9
64921,2016-03-01,4201842229,0.5
158251,2016-03-01,4190668927,0.5
59623,2016-03-01,4196047875,0.5
84858,2016-03-01,4190634935,0.5
108873,2016-03-02,4170872000,7288
63887,2016-03-02,4190101841,6288
130273,2016-03-02,4188527675,4548
72597,2016-03-02,4176248868,4499
120747,2016-03-02,4189843945,4499
92180,2016-03-02,4168617330,4454
153777,2016-03-02,4195543547,3999
93276,2016-03-02,4195692610,3999
58262,2016-03-02,4195831867,3999
63348,2016-03-02,4191115324,3999
55643,2016-03-02,4190497966,3926
121386,2016-03-02,4174688978,3899
135482,2016-03-02,4199969041,3869
141024,2016-03-02,4194791108,3799
143472,2016-03-02,4202153348,3799
150166,2016-03-02,4197540934,3780
160385,2016-03-02,4198313060,3699
150966,2016-03-02,4195203973,3598
71689,2016-03-02,4192268513,3399
66429,2016-03-02,4201793892,3349
135415,2016-03-02,4193669478,3344
57213,2016-03-02,4192750822,3299
55083,2016-03-02,4193141673,3299
54103,2016-03-02,4197002798,3299
113994,2016-03-02,4190684074,3299
130141,2016-03-02,4194867612,3288
123778,2016-03-02,4189098216,3099
60073,2016-03-02,4192805449,3099
96840,2016-03-02,4200189289,3099
51677,2016-03-02,4191022742,2999
99476,2016-03-02,4194797626,2988
133482,2016-03-02,4194472798,2988
99549,2016-03-02,4198242741,2799
116286,2016-03-02,4196016680,2679
89966,2016-03-02,4193216038,2586
67866,2016-03-02,4191985375,2586
103762,2016-03-02,4190407754,2499
120089,2016-03-02,4197807392,2499
123670,2016-03-02,4190556585,2499
103852,2016-03-02,4200529169,2499
149710,2016-03-02,4187078547,2488
111627,2016-03-02,4202243900,2299
118484,2016-03-02,4196880857,2286
134678,2016-03-02,4194617438,2278
116467,2016-03-02,4191982638,2244
93603,2016-03-02,4200418292,2099
77787,2016-03-02,4180253328,2088
122628,2016-03-02,4191786033,2059
155965,2016-03-02,4194505961,1999
68053,2016-03-02,4191670702,1999
111857,2016-03-02,4182355179,1899
69500,2016-03-02,4194924445,1889
111202,2016-03-02,4087758124,1888
56139,2016-03-02,4197134872,1759
135835,2016-03-02,4200008568,1599
121365,2016-03-02,4034020222,1499
79511,2016-03-02,4198447760,1398
128014,2016-03-02,4150486444,1299
124169,2016-03-02,4193288883,1299
82089,2016-03-02,3520639650,1299
132395,2016-03-02,3765818203,1268
161095,2016-03-02,4195820625,1249
102782,2016-03-02,4196306910,1248
152322,2016-03-02,4197301787,1200
151021,2016-03-02,4199252295,1198
122139,2016-03-02,4191883613,1129
58864,2016-03-02,4181258760,999
121836,2016-03-02,4197485023,999
108169,2016-03-02,4192953547,945
63963,2016-03-02,4197645055,849
113675,2016-03-02,4183130223,849
159209,2016-03-02,4199354677,849
143269,2016-03-02,4196446758,795
51523,2016-03-02,4172630026,760
123095,2016-03-02,4201074278,699
127217,2016-03-02,4197970605,699
128886,2016-03-02,4180515892,686
70770,2016-03-02,4195386155,666
83769,2016-03-02,4097455458,645
67468,2016-03-02,4202552793,599
74918,2016-03-02,4184242042,580
72625,2016-03-02,4190676455,399
75875,2016-03-02,4200033708,399
109925,2016-03-02,3874626296,399
140725,2016-03-02,4191373366,398
160537,2016-03-02,4194085902,388
91183,2016-03-02,4191532791,349
90148,2016-03-02,4192070090,349
105568,2016-03-02,3907193034,299
133973,2016-03-02,4201424631,299
128732,2016-03-02,4130137844,299
110990,2016-03-02,4178648672,299
148739,2016-03-02,4200535586,279
119371,2016-03-02,4168201147,239
136926,2016-03-02,3894301892,202
137105,2016-03-02,4192288528,199
109867,2016-03-02,4195790672,199
56902,2016-03-02,4189480684,199
128076,2016-03-02,4192520468,199
94245,2016-03-02,4195402737,199
70937,2016-03-02,4181506759,199
113101,2016-03-02,4153262420,199
97301,2016-03-02,3882198202,198
96801,2016-03-02,4202473398,179
161783,2016-03-02,4199986997,169
109248,2016-03-02,4195493533,159
124507,2016-03-02,4015941308,139
125413,2016-03-02,4141787817,139
70564,2016-03-02,4197485014,119
148816,2016-03-02,4164896549,119
74736,2016-03-02,4196272892,119
80173,2016-03-02,4193984539,118
112530,2016-03-02,4191670232,109
155288,2016-03-02,4195471529,109
59614,2016-03-02,4197645057,99
89835,2016-03-02,4180727894,99
111551,2016-03-02,4190960585,99
131134,2016-03-02,4198874975,99
158712,2016-03-02,4199004194,96.3
68537,2016-03-02,4192163915,89.9
129676,2016-03-02,4071839683,89.9
158200,2016-03-02,4199048614,89.9
151351,2016-03-02,4202441602,79
81070,2016-03-02,4193937490,79
134399,2016-03-02,4193484010,79
149267,2016-03-02,4178001375,79
68749,2016-03-02,4188945321,78
157952,2016-03-02,4193237654,76
138081,2016-03-02,4189538234,75
115163,2016-03-02,4203206404,74.8
154204,2016-03-02,4198822664,72
154992,2016-03-02,4199185461,69
155145,2016-03-02,4199668498,69
111679,2016-03-02,4199224665,69
82382,2016-03-02,3945125716,69
57628,2016-03-02,4016683271,68
161289,2016-03-02,4198286276,68
66264,2016-03-02,4194059762,59
97812,2016-03-02,4197429168,59
126379,2016-03-02,4194768683,59
74241,2016-03-02,4193978398,59
133458,2016-03-02,4202506033,59
107824,2016-03-02,4190532482,59
65634,2016-03-02,4195606058,59
108679,2016-03-02,4184816472,59
100681,2016-03-02,4200224074,55
82381,2016-03-02,3600046320,52
77679,2016-03-02,4182063903,51.9
97993,2016-03-02,4196583991,51
88657,2016-03-02,4195948646,49
83368,2016-03-02,4196268856,49
147284,2016-03-02,4132758140,49
124604,2016-03-02,4171498906,49
67136,2016-03-02,4199327635,49
80745,2016-03-02,4108892314,39
157055,2016-03-02,4196093573,39
120195,2016-03-02,4202298860,39
82394,2016-03-02,4106059195,38
129563,2016-03-02,4195250078,38
70366,2016-03-02,4193657139,38
70767,2016-03-02,4198502385,35.8
160439,2016-03-02,4171048641,35
108735,2016-03-02,4195132572,33.9
78505,2016-03-02,3980007939,32.8
159557,2016-03-02,4182603753,30
144651,2016-03-02,4202592737,29.9
111487,2016-03-02,3996918618,29.9
151164,2016-03-02,4120259554,29.8
66195,2016-03-02,4199908249,29
157953,2016-03-02,4200380245,29
90857,2016-03-02,4184860308,29
151457,2016-03-02,4191557697,29
111688,2016-03-02,4191588222,29
56096,2016-03-02,4195263890,29
131628,2016-03-02,4184248640,29
160426,2016-03-02,4195580092,29
57137,2016-03-02,4202579405,28.6
85440,2016-03-02,4195990760,27.9
104943,2016-03-02,4198576033,26
55739,2016-03-02,4098186812,23.9
87507,2016-03-02,3813233870,21.9
62264,2016-03-02,4181057412,21.6
153250,2016-03-02,4197769494,21
65870,2016-03-02,4117273587,19.9
122180,2016-03-02,4195087560,19.9
115012,2016-03-02,4201285480,19.9
63134,2016-03-02,4190852896,19.9
129811,2016-03-02,4170371373,17.9
65347,2016-03-02,4104823166,17.5
130357,2016-03-02,4143827407,16.9
152661,2016-03-02,4194791266,16
138726,2016-03-02,4099826438,15
95675,2016-03-02,3531906558,14
80362,2016-03-02,4107033425,13.9
90510,2016-03-02,4145536970,13.9
72468,2016-03-02,4140609637,13.9
89328,2016-03-02,4115874922,13.9
81191,2016-03-02,3976361396,13.9
147516,2016-03-02,3564421945,13
117664,2016-03-02,4112419472,12.9
129123,2016-03-02,4098027079,12.9
76762,2016-03-02,4197051777,12
72505,2016-03-02,4196797407,12
125735,2016-03-02,4109831347,11.9
133674,2016-03-02,4131384742,11.9
134330,2016-03-02,4171234805,11.9
163190,2016-03-02,4131616360,11.9
130661,2016-03-02,4130650488,11.9
128419,2016-03-02,4176467084,11.9
58348,2016-03-02,4183885442,11.9
119887,2016-03-02,4080610381,11
122070,2016-03-02,4190585815,11
111585,2016-03-02,4041330634,10.9
95900,2016-03-02,4071723898,10.9
110593,2016-03-02,4102517102,10.9
67438,2016-03-02,4194459421,10
129513,2016-03-02,4118031428,9.9
140901,2016-03-02,4196189179,9.9
79030,2016-03-02,4188181751,9.9
153171,2016-03-02,4117481802,9.9
82223,2016-03-02,4190392219,9.9
157780,2016-03-02,4079967704,9.9
110702,2016-03-02,4105980465,9.9
120759,2016-03-02,4179385964,9.9
137183,2016-03-02,4107043966,9.9
129206,2016-03-02,4078422756,9.9
116673,2016-03-02,3988215194,9.9
99197,2016-03-02,4082663381,9.9
75130,2016-03-02,4108155921,9.9
96334,2016-03-02,4197857117,9.9
120178,2016-03-02,3976462816,9.9
102545,2016-03-02,3992439537,9.8
74830,2016-03-02,4007799613,9.8
91926,2016-03-02,4192087077,9.8
93596,2016-03-02,4191333812,9
125518,2016-03-02,4194270356,9
85782,2016-03-02,4200923581,9
62069,2016-03-02,3994307579,8.9
112330,2016-03-02,4082964883,8.9
93160,2016-03-02,4134516631,8.9
127211,2016-03-02,4110867499,8.9
59166,2016-03-02,4118411365,8.9
120713,2016-03-02,4143868955,8.9
133636,2016-03-02,4188639217,8.6
147711,2016-03-02,4193544157,8
69915,2016-03-02,4117857618,7.8
154944,2016-03-02,4196905958,7.8
78963,2016-03-02,4176440188,7
122287,2016-03-02,4112007094,6.9
111583,2016-03-02,4187675683,6.9
162868,2016-03-02,4112441186,6.9
96191,2016-03-02,4108642264,6.8
152383,2016-03-02,4188890276,6.3
75213,2016-03-02,4108304585,6.3
139019,2016-03-02,4079138544,6
90355,2016-03-02,4108822848,5.9
133217,2016-03-02,4195181796,5.9
94745,2016-03-02,4080401993,4.2
130582,2016-03-02,4104254566,3.9
152560,2016-03-02,4193595769,0.5
160306,2016-03-02,4202352653,0.5
135906,2016-03-02,4195718176,0.5
76109,2016-03-02,4140407454,0.5
145184,2016-03-02,4156814268,0.5
54149,2016-03-02,4196610843,0.5
88087,2016-03-02,4190913897,0.5
83061,2016-03-03,4191230846,6499
72960,2016-03-03,4101124614,4899
83648,2016-03-03,4198041543,4729
159611,2016-03-03,3588183748,4729
135119,2016-03-03,4194970178,4729
149031,2016-03-03,4199385981,4599
91035,2016-03-03,4165875528,4548
60452,2016-03-03,4151089569,4399
121039,2016-03-03,3734961329,4199
140115,2016-03-03,4195851766,3999
124813,2016-03-03,4190525243,3999
93219,2016-03-03,4194283290,3899
153654,2016-03-03,4197669532,3880
55477,2016-03-03,4198270437,3699
162960,2016-03-03,4188165905,3698
77790,2016-03-03,4163210130,3599
62744,2016-03-03,4192628037,3598
121830,2016-03-03,4195405340,3299
89654,2016-03-03,4192365011,3199
98465,2016-03-03,4202003870,3199
62728,2016-03-03,4202730125,3099
145897,2016-03-03,4190421058,3099
111832,2016-03-03,3984936640,2999
75186,2016-03-03,4194693791,2988
141057,2016-03-03,3991403203,2949
55861,2016-03-03,4195911490,2727
121864,2016-03-03,3828339012,2699
70884,2016-03-03,4194388754,2399
59021,2016-03-03,4199330489,2299
108768,2016-03-03,4160531792,2299
142530,2016-03-03,4199353099,2299
72225,2016-03-03,4177512411,2286
118477,2016-03-03,4185121294,2286
59937,2016-03-03,4194227969,2278
55966,2016-03-03,3884441948,2278
70122,2016-03-03,4194155690,2199
117334,2016-03-03,4201958114,2198
106689,2016-03-03,4194578884,1899
156060,2016-03-03,4194187550,1719
83655,2016-03-03,4199621681,1599
75356,2016-03-03,4155498217,1499
145265,2016-03-03,3669831269,1499
68433,2016-03-03,4192093118,1499
134816,2016-03-03,4196129071,1488
86534,2016-03-03,4190681428,1399
149651,2016-03-03,4200860649,1299
55208,2016-03-03,4198425183,1299
73460,2016-03-03,4196075369,1288
140228,2016-03-03,4195138411,1109
62847,2016-03-03,4198800544,999
135725,2016-03-03,4202400171,989
158823,2016-03-03,4182355206,849
117579,2016-03-03,4194734501,760
63821,2016-03-03,4201823278,759
80419,2016-03-03,4202197208,759
129545,2016-03-03,4177459696,599
84505,2016-03-03,4191560316,569
65117,2016-03-03,4188749237,485
101802,2016-03-03,4185391546,429
139671,2016-03-03,4130705612,399
139607,2016-03-03,3979621751,399
112289,2016-03-03,4195448671,359
69781,2016-03-03,4148135199,349
128605,2016-03-03,4167153950,338
102999,2016-03-03,4177210517,318.9
160681,2016-03-03,4192249005,299
162992,2016-03-03,4197976079,279
88528,2016-03-03,4202970203,269
144211,2016-03-03,4191955533,259
62166,2016-03-03,4196769274,258
97869,2016-03-03,4193237436,239
54014,2016-03-03,4079749021,199
60270,2016-03-03,4199475644,199
123603,2016-03-03,4164982059,199
62152,2016-03-03,3825268414,199
76455,2016-03-03,4187892126,199
129615,2016-03-03,4171532425,198
88605,2016-03-03,4192326982,189
142758,2016-03-03,4194003222,169
68918,2016-03-03,4197994409,168
158469,2016-03-03,4110633457,163
81363,2016-03-03,4202410508,148
78980,2016-03-03,4201837186,139
112794,2016-03-03,4171878417,130
64403,2016-03-03,4107089946,128
87669,2016-03-03,3922560999,128
106610,2016-03-03,4195478898,128
151884,2016-03-03,4192352867,109.9
94671,2016-03-03,4198105416,109
163148,2016-03-03,4199433134,99.9
87556,2016-03-03,4200764744,99.9
83905,2016-03-03,4195906497,99.9
96146,2016-03-03,4193263250,99
67815,2016-03-03,4191779410,99
91178,2016-03-03,4196126759,99
120915,2016-03-03,4193729145,99
123707,2016-03-03,4193897470,99
85655,2016-03-03,4202183464,98
104720,2016-03-03,4202961284,98
156037,2016-03-03,4144565167,89.9
72604,2016-03-03,4190188567,89
93658,2016-03-03,4176477668,89
115178,2016-03-03,4191372531,86
124809,2016-03-03,4200856480,86
123254,2016-03-03,4014639796,85
103034,2016-03-03,4199613457,85
72172,2016-03-03,4164515422,81
156441,2016-03-03,4197891685,79
62810,2016-03-03,4191691046,79
162045,2016-03-03,4202881714,79
151606,2016-03-03,4171908547,79
77914,2016-03-03,4194653073,79
110555,2016-03-03,4200422538,78
112648,2016-03-03,4195397989,69
58274,2016-03-03,4191106345,69
103279,2016-03-03,4141675541,69
151133,2016-03-03,4197225580,69
147415,2016-03-03,4202362401,69
123396,2016-03-03,4141896536,68
80191,2016-03-03,4197771301,66
93050,2016-03-03,4202695957,65
84228,2016-03-03,4126895315,59.9
68930,2016-03-03,4192615247,59
58610,2016-03-03,4196200243,59
82955,2016-03-03,4195738929,59
145477,2016-03-03,4195603197,59
164598,2016-03-03,4194008519,59
65765,2016-03-03,4182366268,59
54829,2016-03-03,4190412880,59
89043,2016-03-03,4193843280,59
61434,2016-03-03,4097664093,59
94103,2016-03-03,4193330248,59
115847,2016-03-03,4194620944,59
78810,2016-03-03,3675310379,59
87553,2016-03-03,4193622278,59
108628,2016-03-03,4199822643,59
115010,2016-03-03,3918729031,55
138497,2016-03-03,4137669312,51
118516,2016-03-03,4191456622,49
56108,2016-03-03,4191658480,49
140177,2016-03-03,4196228097,49
81566,2016-03-03,4192057081,49
97240,2016-03-03,4199951556,49
150589,2016-03-03,4188687522,49
59228,2016-03-03,3652755610,49
113324,2016-03-03,4197645062,49
54383,2016-03-03,3616636054,44.9
108443,2016-03-03,4191863316,42
61430,2016-03-03,4195758107,39.9
93656,2016-03-03,4190830097,39
111059,2016-03-03,4197551470,37.4
52840,2016-03-03,4175501724,37.4
77233,2016-03-03,4202335298,35
97069,2016-03-03,4150958807,29.9
139075,2016-03-03,4187269947,29
95757,2016-03-03,4198541611,29
131875,2016-03-03,4193465929,29
123741,2016-03-03,4191418600,29
121306,2016-03-03,4198281225,29
145285,2016-03-03,4190731765,29
67191,2016-03-03,4192135194,29
140553,2016-03-03,4018112917,27
72527,2016-03-03,4141197242,26.9
147387,2016-03-03,3778924285,23.9
119535,2016-03-03,4177476760,23
154456,2016-03-03,4136382265,21.9
106303,2016-03-03,4194678732,21
65952,2016-03-03,4149079870,20.5
129613,2016-03-03,4107096227,19.9
158643,2016-03-03,4132425099,19.9
93371,2016-03-03,4202316282,19.9
68003,2016-03-03,4198883677,19.9
62559,2016-03-03,3983345639,19
95349,2016-03-03,4192480979,19
98452,2016-03-03,4190139443,19
153573,2016-03-03,4189706294,18.9
118312,2016-03-03,4107376282,18
94086,2016-03-03,3648366229,18
160924,2016-03-03,4200282845,17.9
129334,2016-03-03,4190987824,17.5
115625,2016-03-03,4084119757,16.6
155078,2016-03-03,4052815260,15
104794,2016-03-03,3931941194,15
148524,2016-03-03,4101081143,14.8
143007,2016-03-03,4105980453,14.8
99886,2016-03-03,4081939295,14.5
148975,2016-03-03,4016109983,14
94282,2016-03-03,4105900808,14
93646,2016-03-03,4104821118,13.9
127489,2016-03-03,4139903493,13.9
88559,2016-03-03,4160683406,13.9
103585,2016-03-03,4101372359,13
58053,2016-03-03,4190554037,12.9
54308,2016-03-03,4107087310,12.6
120037,2016-03-03,3651343970,12.5
122480,2016-03-03,4104901003,12
87022,2016-03-03,4082822064,11.9
128147,2016-03-03,4106875639,11.9
113248,2016-03-03,4198021876,11.9
71812,2016-03-03,4071648063,11.9
94885,2016-03-03,4164010204,11.9
161015,2016-03-03,4117204674,11.5
99309,2016-03-03,4160460926,9.9
103447,2016-03-03,4137264279,9.9
121828,2016-03-03,4149490636,9.9
77310,2016-03-03,4120434662,9.9
124775,2016-03-03,4108777896,9.9
116022,2016-03-03,4119881339,9.9
54347,2016-03-03,4100578992,9.9
132928,2016-03-03,4177224294,9.9
94681,2016-03-03,4110517771,9.9
132793,2016-03-03,4148098247,9.9
113188,2016-03-03,4109082878,9.9
160928,2016-03-03,3982193267,9.9
54636,2016-03-03,4191259852,9.9
154049,2016-03-03,4193502914,9.9
117949,2016-03-03,4122530881,9.8
92247,2016-03-03,4098391621,9.8
98882,2016-03-03,4110218917,9
137963,2016-03-03,3941919064,9
121368,2016-03-03,4198676546,8.9
96705,2016-03-03,4195802282,8.9
129442,2016-03-03,4114636828,8.9
127922,2016-03-03,4109510634,8.9
63616,2016-03-03,4179310210,8.9
140164,2016-03-03,4077857132,8.9
126014,2016-03-03,4107092150,8.8
112115,2016-03-03,4194318947,8.6
68779,2016-03-03,4124702792,8
118536,2016-03-03,4173746363,7.8
59277,2016-03-03,4109083275,7.8
158371,2016-03-03,4114637391,7.8
157550,2016-03-03,4110867474,7.8
54413,2016-03-03,4120890684,7.8
135892,2016-03-03,4192648264,6.9
155940,2016-03-03,4138353684,6.9
